genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
alternative country,0.41238654230425376,0.5287477214164393,251860.45581911254,0.5236264238267897,0.056597351569525584,0.1801959781593243,-10.066804125573585,0.04247985776558196,118.86132157925847,0.5002898212272814,42.3181297860504,7,1
alternative dance,0.1424368513060176,0.6106743634517213,264167.08470456325,0.7308954283849981,0.2046786179289524,0.20018773681319585,-6.667023058818621,0.05961463096568846,124.81134452987274,0.5252203536239031,51.048151289933905,7,1
alternative emo,0.08982654634998573,0.4632077231574572,209518.68584093213,0.7715428535707791,0.02487646514661757,0.1996433023861481,-6.287205674408335,0.06542345572571635,133.3471756994778,0.4601431477801157,47.86835463590783,4,1
alternative hip hop,0.1957083546338728,0.6944350777279437,248060.6821413217,0.6866918606576798,0.03835739406960723,0.2353903864173748,-7.535210874378829,0.25002564270625033,107.93697317031983,0.6014739918444679,47.057980503486604,1,1
alternative metal,0.05917810936285317,0.4627603670956714,246195.58637560168,0.8328251379559121,0.10899909220827578,0.21109289298057016,-5.862755603310575,0.0823828622554442,126.56269221452567,0.41583603921248,46.730612467622805,2,1
alternative pop,0.10876322048557478,0.4678907885084921,224327.17003603122,0.7393570108755985,0.15553063577974136,0.17434013432960924,-8.919461690308559,0.04828379497870551,128.2728132668568,0.5660683042581638,37.50062936237504,9,1
alternative pop rock,0.15343120317460315,0.587580634920635,211598.43111111113,0.7131987301587303,0.005127889847619047,0.18228200000000003,-4.844164761904762,0.06189412698412699,122.90504825396825,0.6134415873015873,54.99269841269841,10,1
alternative r&b,0.3326384413475789,0.6541008458236861,235106.91762133955,0.5308074355133453,0.030452301928599435,0.17519292826287944,-8.245855311085752,0.13691226936192127,112.29990198934834,0.4332687215583266,58.18040816295016,7,1
alternative rock,0.15340007449464688,0.47513554071575825,241325.52657803966,0.7101890376495613,0.1601557808430621,0.19642299203425923,-8.332538497509342,0.0623805196863598,125.80342693242854,0.5001771927462877,42.36253364712661,7,1
alternative roots rock,0.33420524999999995,0.49604166666666666,248810.6319444444,0.6245208333333334,0.09687344701388889,0.14687847222222222,-7.482027777777778,0.05396458333333334,115.73434027777778,0.4995277777777778,43.8125,9,1
ambeat,0.4896028571428572,0.7399285714285714,244001.0,0.6357857142857143,0.26161085714285714,0.137375,-7.4705714285714295,0.11644285714285714,99.02817857142857,0.6596785714285714,48.464285714285715,10,1
ambient,0.6978313358803985,0.33100638396466875,360248.52247339743,0.2749399220120714,0.7729776641449775,0.12424310033901781,-19.69504525375657,0.04292730290665218,108.5872140865058,0.1786944390877245,42.770540746760666,11,1
ambient black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333333,0.3260333333333333,-9.345,0.05736666666666668,111.02750000000002,0.24101666666666666,42.66666666666666,4,1
ambient folk,0.6441710714285714,0.5259925595238095,230642.76488095237,0.37439464285714286,0.140623479077381,0.1667877976190476,-12.287078869047617,0.06276458333333333,117.17320982142857,0.3244330357142857,42.57142857142857,7,1
ambient house,0.048900000000000006,0.6298333333333334,268690.3333333333,0.8323333333333333,0.1484,0.3293333333333333,-12.223999999999998,0.04648333333333334,113.82266666666665,0.45599999999999996,39.0,6,0
ambient idm,0.47750000000000004,0.35050000000000003,364264.0,0.5794999999999999,0.46250715000000003,0.1205,-10.51,0.057499999999999996,150.49150000000003,0.2385,56.5,0,1
ambient industrial,0.10005,0.6545,350260.0,0.6255,0.41106,0.33095,-14.089500000000001,0.0365,115.29400000000001,0.6555,31.0,8,1
ambient pop,0.7149066666666666,0.362675,221199.03333333333,0.30012500000000003,0.6626065,0.11020833333333334,-15.365933333333333,0.03446333333333333,97.67818333333335,0.1812175,43.8,7,1
ambient techno,0.10710433333333334,0.6963333333333334,356709.0,0.5555,0.6103666666666666,0.0817,-14.382333333333333,0.034333333333333334,128.28,0.7980833333333334,36.5,1,0
ambient worship,0.6779672279411765,0.29740808823529413,271175.31691176473,0.2907354411764706,0.4569248033897059,0.1238877205882353,-15.089429411764705,0.03602448529411764,101.73917500000002,0.1523992647058824,58.244852941176475,4,1
american 21st century classical,0.988,0.233,253293.0,0.0217,0.8190000000000001,0.0836,-29.785,0.0413,66.34899999999999,0.071,45.0,1,1
american choir,0.976342857142857,0.2248184761904762,303800.83238095243,0.1400373333333334,0.3354397682857143,0.1546392380952381,-24.047887619047614,0.04222495238095238,94.5580476190476,0.1327009523809524,27.03047619047619,4,1
american contemporary classical,0.9406848704163219,0.3481685414943479,426444.0567548938,0.14272129845602427,0.48888000874538196,0.14773527502067826,-23.47701680452164,0.0520448393989523,98.04038602150536,0.27673576509511993,27.359615384615385,7,1
american folk revival,0.8095175200752296,0.5464029780782795,175835.6012210437,0.27759939210076023,0.03548075943242535,0.1649904738756542,-14.916887057978474,0.0740664863510501,114.37194161648443,0.5580949798102401,19.942674919533466,2,1
american metalcore,0.0032467333333333326,0.389,238115.66666666663,0.971,0.0003463333333333333,0.2109,-4.268000000000002,0.25433333333333336,159.29599999999996,0.2513333333333333,42.333333333333336,9,0
american modern classical,0.884133436557192,0.3774856716499271,273197.6993557728,0.25173201052517974,0.5206774424775403,0.22116296445281608,-18.432795382105102,0.1222789013465506,117.09251727012638,0.4143220118575927,8.769473126003465,5,1
american post-rock,0.3520751139705882,0.45609681372549027,327527.9375,0.44594056372549024,0.7972410539215686,0.1234780637254902,-13.156132965686274,0.03708069852941177,110.48245404411765,0.1862180147058824,47.97303921568627,1,1
american primitive,0.35252183428209993,0.4057805186590766,473576.7722960152,0.4925768500948767,0.8381404174573054,0.12739911448450347,-13.928607210626188,0.0617887413029728,105.85008665401644,0.49421018342820994,22.14547754585706,11,1
american romanticism,0.952017857142857,0.3450476190476191,208145.9226190476,0.1980267857142857,0.4803975882738095,0.14740654761904762,-19.13207142857143,0.043740476190476184,110.78860119047617,0.2936797619047619,9.154761904761907,2,1
american shoegaze,0.12659926666666665,0.2360833333333333,354050.0,0.7433333333333333,0.4969166666666667,0.20375000000000001,-9.717333333333334,0.047233333333333336,113.60041666666667,0.26683333333333337,40.583333333333336,11,1
anadolu rock,0.5712499999999999,0.48399999999999993,261632.66666666666,0.4397499999999999,0.1734817333333333,0.16398333333333334,-14.463999999999999,0.03844999999999999,98.21533333333333,0.5795,41.833333333333336,7,0
anarcho-punk,0.04500069266666666,0.3265933333333333,180912.47333333333,0.8780166666666667,0.011266270966666667,0.2526066666666667,-8.151106666666667,0.127833,154.99342333333334,0.4756306666666667,34.260000000000005,2,1
andean,0.611621488,0.5795899999999999,292384.45666666667,0.4449466666666666,0.29703039,0.11585266666666667,-13.708446666666665,0.060687666666666674,120.17369999999998,0.4963033333333334,36.57333333333334,11,0
anglican liturgy,0.9571041666666665,0.28605416666666666,242533.375,0.15845416666666665,0.2835363166666667,0.11571666666666668,-20.770729166666666,0.06903958333333333,89.89729166666666,0.3048875,15.625,0,1
animal singing,0.8059999999999999,0.7990000000000002,126286.5,0.6395,0.0,0.1935,-5.9875000000000025,0.04235,114.6885,0.9025,4.5,7,1
anime,0.13762074336220298,0.498010326449034,247819.11204752384,0.8012629136131469,0.11006991990228736,0.17584206195869417,-5.088912302909172,0.06475492671552298,136.53912058627583,0.4889741061514547,52.36420164334888,1,1
anime latino,0.10919556833333333,0.45458333333333334,240169.41666666666,0.9027499999999998,0.003949961666666667,0.25575833333333337,-3.551333333333334,0.057275,136.89266666666666,0.5535,55.5,0,1
anime rock,0.07807862222222224,0.5190333333333332,241015.32777777777,0.8562555555555557,0.03714576088888889,0.22993499999999994,-4.080488888888889,0.0774672222222222,125.57459999999999,0.5413888888888889,57.35555555555555,11,0
anime score,0.2758317384545824,0.4597169663037385,234610.7474533062,0.683724412454634,0.29593428788910775,0.17930561911716975,-8.398546000118024,0.0726157048552713,125.04406370905993,0.42014187083222687,49.48901895045882,7,1
ann arbor indie,0.27950729166666666,0.5811875000000001,216049.91666666666,0.5011874999999999,0.04456580291666667,0.14350833333333332,-8.390770833333333,0.08781875000000001,106.11183333333334,0.4559375,54.145833333333336,6,1
anthem emo,0.0969255568606702,0.48765661375661373,198667.99479717814,0.7824960317460317,0.012080399775132275,0.21755878306878304,-5.64928192239859,0.07285908289241624,133.05490970017638,0.4348070546737213,50.75405643738977,8,1
anthem worship,0.2424036327183065,0.48189757071407546,288000.97199806664,0.6051301765225067,0.010776577776530917,0.204597104190308,-7.342892456464786,0.051113995362781765,120.58132850173023,0.3431915020524244,51.88760980120204,11,1
anti-folk,0.4440345154724544,0.49487612224735195,230411.39067716908,0.5268866426016992,0.11998000109968844,0.17747624322419905,-9.7667326897742,0.054572027363814314,119.62490883799117,0.48230672260840074,43.3429244596475,7,1
antilliaanse folklore,0.95,0.583,190787.0,0.5660000000000001,0.847,0.109,-15.002,0.0476,124.095,0.932,0.0,0,1
antiviral pop,0.16992170818553845,0.6447891605790043,210920.21508725648,0.7179389204545457,0.014704068138798697,0.21203221590909088,-6.745121222267318,0.09968300054112553,127.07980307765152,0.5981319230248917,54.31728896103897,10,1
appalachian folk,0.7811676663588307,0.5369247592063803,180936.9137303312,0.3372496968968011,0.12113320923171302,0.18763448287867468,-13.430277068280335,0.06008203917779646,123.08558477639646,0.6519154545747778,19.812313116379237,9,1
arab folk,0.770442720576006,0.4532401351872455,440900.4304968591,0.3206161501717904,0.34767694494428647,0.30154999382818176,-14.936797417368203,0.06381554251096272,107.33011750468775,0.5072094703809179,19.90688305918953,7,1
arab groove,0.883,0.4390000000000001,239900.0,0.2075,0.6665,0.15985,-18.881,0.0363,142.77700000000004,0.433,34.0,7,1
arab metal,0.305,0.645,302800.0,0.888,0.0,0.273,-4.294,0.0336,111.951,0.7290000000000001,40.0,4,1
arab pop,0.521975307125307,0.5759410319410319,352262.0945945946,0.501079606879607,0.06858682772727272,0.1590441031941032,-10.715135135135135,0.05763562653562653,128.5497063882064,0.5792911547911548,38.41031941031941,9,0
arab trap,0.0527,0.752,146945.0,0.905,0.000242,0.173,-7.072,0.0515,97.993,0.6890000000000001,74.0,0,1
arabesk,0.48350000000000004,0.495,249460.0,0.5725,3.045e-05,0.1106,-9.104,0.04475,140.4215,0.5535,40.5,0,1
arabic hip hop,0.8270000000000001,0.366,410777.0,0.431,0.0,0.3225,-4.578,0.0369,111.0905,0.41600000000000004,7.0,10,1
arabic jazz,0.9185,0.4615,398683.5,0.15375,0.3333755,0.136925,-19.2745,0.04315,119.94200000000002,0.40449999999999997,35.0,7,1
argentine ambient,0.9121666666666667,0.3255,131380.3333333333,0.18164666666666668,0.8106666666666666,0.11383333333333331,-23.854166666666668,0.04151666666666667,91.15616666666665,0.1784666666666667,58.5,11,0
argentine hardcore,0.01081,0.69,239713.5,0.6535,0.01150665,0.3725999999999999,-9.742,0.05555,109.5345,0.655,45.5,6,1
argentine heavy metal,0.03932666666666667,0.5462499999999999,317544.1666666666,0.79125,0.0557029925,0.13725,-6.815583333333333,0.13306666666666667,142.6251666666667,0.5318333333333333,50.41666666666667,11,1
argentine hip hop,0.3742333333333333,0.7816,302950.8,0.6838666666666666,0.00027305399999999995,0.10588666666666664,-5.0582666666666665,0.17027333333333333,136.4144,0.6046666666666667,70.13333333333333,11,1
argentine indie,0.6887095238095238,0.48227380952380955,268671.83928571426,0.25083928571428565,0.01293033357142857,0.16703095238095236,-14.744309523809523,0.03956488095238095,109.01989880952381,0.30498214285714287,51.345238095238095,7,1
argentine metal,0.0185,0.62,293360.0,0.816,0.007409999999999998,0.0984,-6.2079999999999975,0.222,179.99200000000005,0.6679999999999999,49.0,1,1
argentine punk,0.008,0.641,234610.25,0.58175,0.007193325,0.28729999999999994,-11.029,0.042525,126.53275,0.543,51.75,6,1
argentine reggae,0.10265000000000002,0.7504000000000001,254069.4833333333,0.5710944444444445,0.00027080261111111115,0.12698055555555557,-7.183283333333335,0.071425,125.65545555555555,0.7888444444444445,61.22222222222223,6,1
argentine rock,0.23211301075083546,0.5867841067010474,262393.48496381176,0.6090961186419577,0.04049033249719049,0.19319980787304802,-9.603698884832275,0.05154409558551828,118.27368270927718,0.5936230916333303,54.797066383908486,7,1
arkansas country,0.49417274768378094,0.5809213703740305,191217.14898788728,0.49986187687156086,0.00907510827067428,0.2128719394036746,-9.567246174211412,0.05354288960949309,119.75634648637273,0.6023703137837284,40.463312272882696,10,1
arkansas indie,0.2365,0.4300000000000001,265170.5,0.504,0.107665,0.171,-10.1935,0.03125,100.529,0.1685,50.0,3,1
art pop,0.3346633851335184,0.5399366645883344,254832.1996675154,0.5651932352669092,0.21069214351099513,0.17040941834957038,-9.58979216705428,0.05961479971365501,121.71560974891153,0.4186723678303535,48.929606377194666,7,1
art punk,0.1658151087550556,0.5531457579880902,227104.3778441891,0.7056440692759934,0.20102763806878204,0.1911062296666083,-9.42177250493833,0.07160295012173781,127.81999789285156,0.6211609317680334,34.47194955547193,9,1
art rock,0.29821931394140866,0.4936992945934342,282934.2694842091,0.5695875064345874,0.19858048507157408,0.19785240037739904,-11.425763609180244,0.05480224945077535,120.60625914733279,0.5071665226747116,36.281833003481815,9,1
asbury park indie,0.000969,0.557,226853.0,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0.445,50.0,0,1
asmr,0.575301111111111,0.1978888888888889,204185.0,0.28906666666666664,0.8687777777777779,0.21811111111111112,-24.396666666666672,0.07594444444444444,102.73188888888888,0.035277777777777776,65.44444444444444,10,1
athens indie,0.19036757688888886,0.51228875,244472.23875000002,0.6042931111111111,0.2659190642777778,0.17874486111111113,-9.765772916666668,0.03894455555555556,123.19092472222223,0.5380136111111111,43.282916666666665,5,1
atl hip hop,0.12886437418141697,0.7335897889440709,242961.34840575082,0.6525384535098941,0.012474604530686965,0.1973913733438497,-6.584511478666212,0.18608344662316842,123.62449824482103,0.5232558341280812,52.33558509555937,1,1
atl trap,0.14326940277882613,0.7212818543518432,226663.1959472889,0.6725281010151927,0.003063620233834811,0.20145092447635088,-6.426507916252599,0.19450528108497012,127.55325177080373,0.5095339088348775,55.77502829363318,9,0
atlanta indie,0.153698,0.5671999999999999,218955.44,0.7083599999999999,0.09881074000000001,0.25724,-7.602119999999999,0.051649999999999995,122.26227999999999,0.6187799999999999,51.86,10,1
atmosphere,0.8162357843137255,0.26011249999999997,227903.63357843139,0.13536178921568628,0.8163629411764708,0.13145110294117648,-23.38626102941177,0.0492484068627451,91.57454044117648,0.12051299019607846,54.75122549019608,5,1
atmospheric black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333333,0.3260333333333333,-9.345,0.05736666666666668,111.02750000000002,0.24101666666666666,42.66666666666666,4,1
atmospheric post-metal,2.71e-05,0.29,348640.0,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,0.236,38.0,9,0
atmospheric post-rock,0.25221,0.668,331466.5,0.7735000000000001,0.478055,0.14400000000000002,-5.724,0.056,119.9995,0.483,23.5,11,1
atmospheric sludge,2.71e-05,0.29,348640.0,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,0.236,38.0,9,0
auckland indie,0.04608969166666666,0.5401944444444444,231123.4444444444,0.7034722222222222,0.023251583333333336,0.3068222222222223,-5.540111111111112,0.053538888888888886,116.50750000000001,0.32998055555555555,53.25,6,1
audiophile vocal,0.6398333333333333,0.5125,196339.8333333333,0.26456666666666667,0.00014681,0.1298,-17.35033333333333,0.0334,84.95633333333335,0.5134333333333333,32.0,2,1
aussietronica,0.11574696969696972,0.6589999999999999,247803.6212121212,0.6969848484848484,0.09833517575757575,0.1329909090909091,-6.262196969696969,0.06695757575757576,118.63131818181819,0.3441666666666667,60.21212121212122,1,0
austin americana,0.44646785714285714,0.5656904761904762,288128.5595238095,0.5860119047619047,0.009811640476190476,0.2438642857142857,-7.474904761904762,0.0774047619047619,117.98838095238094,0.48478571428571426,48.916666666666664,7,1
austin hip hop,0.0153,0.902,191975.0,0.472,0.0,0.0539,-6.8020000000000005,0.469,140.046,0.65,60.0,1,1
austin singer-songwriter,0.591,0.5071,284857.32,0.5644799999999999,0.05410137820000001,0.4506120000000001,-9.52116,0.09406,122.48186000000001,0.5283800000000001,42.1,9,1
austindie,0.350716316017316,0.6306839826839826,248321.30303030304,0.6144329004329004,0.062038779415584416,0.16508441558441558,-8.192584415584417,0.06232770562770562,113.36599567099569,0.6084978354978353,49.53030303030303,9,1
australian alternative pop,0.534625,0.5795999999999999,239996.0,0.34675,0.001126085,0.17492999999999997,-8.06305,0.04773500000000001,120.75630000000001,0.23205,67.25,11,1
australian alternative rock,0.1426448269005848,0.5534991228070175,221694.782748538,0.7171423976608188,0.027805386488304096,0.19377669590643276,-7.918907894736842,0.05762438596491229,122.27301637426899,0.5811953216374268,44.85146198830409,4,1
australian children's music,0.5480391666666666,0.763125,133273.27083333334,0.4181041666666667,6.9958333333333326e-06,0.19132916666666666,-12.408645833333333,0.11303333333333336,125.23470833333333,0.7923958333333334,45.020833333333336,2,1
australian choir,0.993,0.29100000000000004,164000.0,0.0218,3.5000000000000016e-06,0.0766,-25.876,0.0528,136.83700000000002,0.29100000000000004,17.0,10,1
australian country,0.3978385249042145,0.6100756704980842,203355.53831417626,0.5038026819923371,1.9682978927203068e-05,0.1396764367816092,-10.610340038314176,0.07343553639846744,110.10575766283525,0.5591369731800767,45.52107279693487,2,1
australian dance,0.09610298667454768,0.6196565115440117,245035.84821928068,0.748914592907093,0.10618736952074039,0.2065056683871684,-6.325167002442003,0.07465766053391053,125.8063210517261,0.46258881049506034,53.69378954378955,7,1
australian electropop,0.12361113924501425,0.6054523148148149,263555.0860042735,0.6887418091168089,0.14255393627706553,0.17029946937321938,-6.869707478632479,0.05322657407407408,127.98580281339031,0.40888474002849,51.75042735042735,5,0
australian garage punk,0.20737145833333337,0.4183333333333333,213760.79166666666,0.7792916666666668,0.3566950583333333,0.17043333333333333,-5.952625,0.062191666666666666,127.15258333333333,0.4213333333333333,52.625,7,1
australian hip hop,0.17764327163461535,0.6444363324175826,234278.90992445053,0.7168482142857143,0.12908176549793957,0.18064073145604392,-6.491314697802197,0.08848599587912087,129.17887266483518,0.5825007211538461,56.28337912087912,7,1
australian house,0.08313799999999999,0.643,276102.6,0.8192999999999999,0.32706479999999993,0.19541000000000003,-5.2188,0.044950000000000004,123.4819,0.5428999999999999,59.5,0,1
australian indie,0.19785457135416668,0.6034121093750001,258820.017578125,0.6890716145833334,0.08586668779947917,0.16945397135416668,-6.6538828125,0.07741406249999998,120.45208658854168,0.4827080078125,55.97786458333333,0,1
australian indie folk,0.33735185185185185,0.5288564814814815,274422.02314814815,0.5428888888888889,0.036745033333333336,0.15987962962962962,-9.806930555555555,0.10306712962962962,118.55838425925926,0.3839685185185185,56.2962962962963,11,1
australian indie rock,0.116,0.529,242007.0,0.638,0.0,0.0964,-7.104,0.0301,169.96,0.504,63.0,0,1
australian indigenous,0.12610000000000002,0.527,274546.66666666674,0.7296666666666667,0.008021666666666668,0.16363333333333333,-6.219999999999999,0.03336666666666667,142.79733333333334,0.605,27.33333333333333,11,1
australian metal,0.00132,0.392,215227.0,0.966,0.0473,0.239,-3.863,0.172,139.83,0.0764,55.0,9,1
australian metalcore,0.09995616651785713,0.48793973214285713,226930.984375,0.8239263392857143,0.022411763169642857,0.17601562499999998,-5.414676339285714,0.09928839285714286,121.74447098214286,0.33558571428571426,48.31026785714286,9,1
