artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
Miles Davis,0.6625046268656718,0.4594311300639656,396823.5586353944,0.3048106396588484,0.20579061503198315,0.2245695095948827,-14.609889125799556,0.055199360341151374,113.14600426439219,0.4158349680170577,22.78038379530917,0,0,469
Charlo,0.9895472103004322,0.6837017167381978,182715.1909871245,0.2566652360515021,0.41228312330472106,0.21131802575107286,-11.563186695278967,0.13166824034334765,124.45155793991415,0.7430901287553651,0.03433476394849785,2,1,466
Glenn Gould,0.9800995575221256,0.3611424778761061,210707.56194690266,0.22124716814159268,0.8590305840707959,0.14164623893805325,-21.88109734513275,0.04709026548672568,109.72236061946907,0.6229506637168145,19.254424778761067,7,1,452
Queen,0.28331226420581657,0.4547221476510067,231039.55704697987,0.6048747203579419,0.03557289731543625,0.2720436241610737,-9.806299776286352,0.0716883668903803,117.18073154362413,0.4326809843400447,32.41834451901566,2,1,447
Columbia Symphony Orchestra,0.9281303370786524,0.3003112359550561,304988.4337078652,0.19693801797752805,0.6140165074606743,0.21844089887640464,-19.866624719101136,0.04565752808988768,104.95956179775284,0.2214177528089888,4.462921348314606,0,1,445
Dean Martin,0.8652004504504502,0.4684761261261264,160703.23423423426,0.2178923423423424,0.026072865810810808,0.17684144144144134,-14.457869369369385,0.04454729729729733,111.49340090090082,0.4783033783783784,19.511261261261264,7,1,444
Jascha Heifetz,0.9420270880361179,0.3408259593679454,335931.0519187359,0.18153216704288952,0.4960790361173812,0.2026241534988714,-19.067514672686226,0.0580821670428894,105.42274040632051,0.3564893905191873,2.46726862302483,2,1,443
The Beatles,0.3610657009638553,0.5221178313253014,174665.99759036145,0.5463308433734942,0.05163805542168677,0.22308530120481931,-9.688185542168679,0.05327542168674701,121.08298313253005,0.616364819277108,48.419277108433725,0,1,415
Giacomo Puccini,0.9701577669902924,0.2875912621359224,211903.85922330094,0.1758696844660194,0.08378133480582524,0.2610131067961164,-17.31633980582526,0.060725000000000064,100.83425728155336,0.1689966019417474,7.939320388349516,2,1,412
William Kapell,0.9691995049504964,0.3764183168316833,212588.6534653465,0.16587371782178206,0.7716423260148523,0.21422599009900972,-20.93613118811884,0.05450915841584159,101.3189084158416,0.3052282178217824,0.037128712871287134,2,1,404
Fleetwood Mac,0.35876493969465656,0.5767582697201016,239610.31043257,0.5206017811704832,0.13642447236641222,0.2428605597964376,-12.031832061068695,0.04142264631043257,123.21703562340952,0.6062643765903311,35.20356234096692,9,1,393
Wiener Philharmoniker,0.9284067796610168,0.3054638418079098,371608.7288135594,0.18542096045197745,0.2909935496610172,0.2820974576271184,-19.518988700564968,0.08348050847457622,104.17616949152544,0.2344590395480225,6.661016949152543,10,1,354
Lead Belly,0.93756484149856,0.5821498559077806,165797.04034582133,0.3530570605187321,0.12844645345821318,0.20165417867435165,-11.993717579250715,0.16539711815561955,119.87739481268005,0.734704899135447,2.8991354466858787,4,1,347
Claude Debussy,0.9691114369501476,0.3215252199413487,225724.53372434014,0.0849007038123168,0.6309286755131966,0.15829824046920807,-24.52395014662757,0.048234310850439895,100.0261085043988,0.12142316715542525,5.93841642228739,1,1,341
Led Zeppelin,0.22209213813813827,0.4204144144144146,325075.5015015015,0.6889279279279275,0.15940982867867876,0.2278570570570569,-10.228594594594602,0.06243873873873869,119.0753093093093,0.5054348348348345,41.729729729729726,2,1,333
Johannes Brahms,0.9389066265060242,0.285977108433735,426860.0662650602,0.16151635542168669,0.7106706193072286,0.1593213855421686,-18.85319879518072,0.0432298192771084,100.19592168674693,0.21699999999999992,4.53012048192771,10,1,332
Arthur Rubinstein,0.988963636363638,0.3490484848484851,309960.6,0.10114318181818177,0.8520179580909092,0.1410057575757575,-22.63443939393939,0.06111303030303036,93.86317272727273,0.20853030303030293,7.590909090909091,1,1,330
Drake,0.19610612852664586,0.6747586206896551,247976.3260188088,0.5868514106583075,0.006153556865203762,0.1927009404388713,-7.43633855799373,0.2260188087774294,119.91527272727265,0.3832169278996862,62.00313479623824,1,1,319
Duke Ellington,0.7582753993610221,0.4721878594249204,244510.46006389774,0.28008153354632576,0.3383584694568691,0.24964792332268365,-15.614198083067107,0.08159648562300317,111.81959424920124,0.4447984025559106,14.833865814696484,5,1,313
London Symphony Orchestra,0.8367203594771241,0.2433980392156864,314399.5784313725,0.19393570261437926,0.7277078630392153,0.16418202614379074,-19.970189542483638,0.04545882352941177,102.89705882352938,0.13576764705882352,28.781045751633982,0,1,306
Count Basie,0.7684617647058818,0.5533071895424829,194180.7516339869,0.3599405228758171,0.2068893291503268,0.18343006535947715,-12.172568627450989,0.06571601307189541,122.93484967320265,0.6088535947712413,13.431372549019608,5,1,306
Louis Armstrong,0.7888519736842102,0.5477796052631578,229212.36513157893,0.28155164473684197,0.09485172796052634,0.2758914473684209,-13.111223684210534,0.09965493421052628,110.79336184210514,0.5201138157894742,20.25,0,1,304
John Williams,0.8244729372937295,0.26676171617161715,257045.74587458745,0.19186495049504976,0.7352573822772277,0.1536336633663367,-20.297300330032996,0.04699867986798677,102.24020132013206,0.16127854785478546,37.39273927392739,2,1,303
Eminem,0.15050909666666662,0.7255833333333331,259956.94333333327,0.7408256666666664,0.008983149666666667,0.25174,-5.1359999999999975,0.2713736666666667,115.9375233333334,0.5466499999999999,56.09,1,1,300
Doris Day,0.8793859060402679,0.42495302013422825,171091.24496644296,0.16618999999999995,0.006280558523489932,0.20369731543624164,-15.163902684563755,0.04858691275167788,109.559788590604,0.3502409395973156,13.815436241610739,0,1,298
Bob Marley & The Wailers,0.19562869047619047,0.746955782312925,274377.4557823129,0.551391156462585,0.028670318095238068,0.27987857142857137,-9.488435374149653,0.14907551020408175,120.92750000000002,0.7453265306122444,42.92176870748299,9,1,294
Richard Wagner,0.945442456140351,0.23804771929824564,336423.1859649123,0.22005392982456135,0.2733895750526317,0.30656070175438616,-17.396831578947364,0.04859964912280699,97.30337192982455,0.1458077192982457,2.4842105263157896,0,1,285
Elton John,0.3438165380782917,0.5253202846975088,279741.6690391459,0.5871562277580071,0.014575043060498222,0.21769928825622786,-9.702562277580078,0.04216014234875443,128.06955516014241,0.5318537366548042,38.27046263345196,0,1,281
Isaac Stern,0.9375587188612109,0.3321345195729539,356675.9466192171,0.18305957295373654,0.3888428958362992,0.16302313167259794,-18.530480427046253,0.0453,105.34051245551605,0.2803128113879004,4.049822064056939,9,1,281
Willie Nelson,0.6041862633451954,0.5679466192170816,190878.01067615655,0.3715729537366548,0.03257242558718861,0.2061619217081851,-13.068494661921706,0.046069039145907466,115.51317793594306,0.4999797153024909,32.245551601423486,2,1,281
Thelonious Monk,0.8035000000000008,0.5454607142857141,301987.90357142856,0.29097625000000016,0.4651894068214285,0.14109749999999993,-14.258096428571443,0.06027285714285713,112.08047142857141,0.40784785714285693,18.375,5,1,280
Stevie Wonder,0.3429013178571429,0.5622857142857147,245194.925,0.5226203571428572,0.02550518385714286,0.18145178571428566,-12.046778571428574,0.0521007142857143,114.51322857142858,0.6192260714285714,34.13214285714286,1,1,280
Bruno Walter,0.9101821428571432,0.2702135714285716,549057.5892857143,0.1452215357142857,0.5431980899642859,0.17037428571428567,-18.993160714285708,0.0633067857142857,101.75963214285721,0.19590428571428575,0.9071428571428573,5,1,280
Mohammed Rafi,0.8992145454545459,0.5257600000000001,232568.2690909091,0.3791356363636365,0.1577240190909091,0.2417243636363637,-11.267014545454545,0.10892654545454554,114.47294909090914,0.6803999999999998,5.541818181818181,2,1,275
Marvin Gaye,0.4052395202952028,0.5541217712177118,225721.75645756454,0.5559630996309968,0.1306756814760148,0.221118450184502,-10.695693726937268,0.04863874538745391,115.61454243542437,0.6595686346863466,31.900369003690038,0,0,271
John Coltrane,0.6865917777777779,0.4599814814814812,437749.0777777778,0.3528588888888888,0.14173072692592587,0.17565296296296282,-13.186000000000007,0.05324148148148148,116.13380740740742,0.4290574074074078,22.57037037037037,0,1,270
Shamshad Begum,0.946573033707866,0.6036104868913859,197625.73033707862,0.3250025842696629,0.23161977104868905,0.2253014981273408,-10.344558052434461,0.18347715355805244,112.07724719101124,0.7275805243445695,0.6179775280898876,0,1,267
JAY-Z,0.12510073120300752,0.674187969924812,260088.88345864665,0.7595639097744366,0.0024210074060150373,0.22250902255639088,-5.578150375939847,0.29526691729323323,110.4446766917293,0.5787315789473684,48.91353383458647,1,1,266
Eugene Ormandy,0.9169083969465648,0.28998053435114524,405145.0763358779,0.1928472900763358,0.6147956868702288,0.1836393129770993,-18.688438931297732,0.042370229007633584,99.82751526717556,0.1936812977099237,8.400763358778626,9,1,262
The Who,0.2276237671755725,0.4742022900763357,239851.14503816798,0.7191832061068704,0.07077088232824423,0.2498087786259543,-8.869530534351142,0.06227480916030534,127.2248091603052,0.5051774809160304,29.69465648854962,2,1,262
Oscar Peterson,0.9302862595419852,0.5523129770992367,213715.81679389317,0.1739843511450382,0.7653546466793887,0.12902595419847335,-19.580038167938934,0.047491603053435125,104.25662213740469,0.39914465648854985,14.65648854961832,0,1,262
Robert Schumann,0.9833346153846164,0.3584734615384613,219152.88461538465,0.10727257692307693,0.7843171650384625,0.15880923076923098,-22.770450000000025,0.047906153846153834,98.06134230769231,0.27154461538461544,4.203846153846154,5,1,260
Philadelphia Orchestra,0.9257674418604652,0.2784693798449613,425938.7170542636,0.17740550387596893,0.5985619839147284,0.16003604651162792,-19.062403100775207,0.040654263565891455,99.25695348837209,0.19220581395348835,9.24031007751938,2,1,258
Grateful Dead,0.4360137890624999,0.55906640625,334590.69921875,0.5174304296875,0.13272762140625,0.322640625,-12.114089843749992,0.047137109375000014,120.5033359375,0.6257519531249999,32.09765625,9,1,256
Nina Simone,0.7783753174603176,0.4510634920634923,231077.87301587305,0.3370812301587303,0.040970887063492084,0.2697654761904762,-13.144896825396824,0.05541706349206354,113.42333730158728,0.4568043650793653,28.202380952380953,9,1,252
Waylon Jennings,0.4876576305220882,0.5981767068273094,180205.56224899602,0.4896578313253009,0.0776188223694779,0.2157381526104418,-12.410357429718873,0.03920763052208838,115.8480120481928,0.6385429718875504,31.33333333333333,2,1,249
Vicente Fernández,0.562235483870968,0.4675645161290325,186035.4072580645,0.39869758064516175,0.004536548104838709,0.2493064516129031,-7.3143225806451655,0.04185040322580647,116.21796774193552,0.5735766129032255,37.71370967741935,7,1,248
Lil Wayne,0.0914679723577236,0.6478048780487812,255272.10162601626,0.6921626016260165,0.0004470223983739837,0.2184361788617886,-5.898865853658539,0.2261861788617887,119.43552439024387,0.4928772357723576,53.80081300813009,2,1,246
Claudio Arrau,0.992632653061226,0.4349714285714282,202517.35510204078,0.15667126530612255,0.8880489795918357,0.13434122448979585,-21.769351020408163,0.05319510204081631,101.20597142857127,0.4116379591836734,0.6775510204081633,7,1,245
Sergei Rachmaninoff,0.9799132231404972,0.3318578512396693,273918.96694214875,0.16170371900826452,0.8080061942148766,0.2310223140495868,-20.104425619834718,0.04096942148760331,96.53685537190078,0.2712041322314049,4.355371900826446,2,1,242
Metallica,0.019902902083333326,0.3618250000000002,365372.2875,0.9038500000000002,0.22886133316666676,0.34487416666666665,-6.2884958333333305,0.09959708333333334,124.85005833333337,0.33850791666666663,39.891666666666666,4,1,240
Orchestra Studio 7,0.3423146680672268,0.5613781512605039,203097.7773109244,0.3924407563025212,0.4674964084873949,0.19049033613445385,-14.332546218487403,0.054263865546218516,116.68431512605049,0.5320222689075629,0.02100840336134454,5,1,238
Ernesto Fama,0.982430379746837,0.6430843881856539,179390.4641350211,0.2933687763713082,0.2910700852320677,0.20759451476793256,-12.262919831223634,0.118435864978903,130.23796624472578,0.7796033755274258,0.13924050632911392,2,1,237
Giorgos Papasideris,0.9679364406779668,0.4101016949152546,196045.48305084746,0.429292372881356,0.40200957889830463,0.21397754237288127,-9.869656779661018,0.04798940677966103,99.45504237288132,0.6608305084745764,0.00847457627118644,7,1,236
Teddy Wilson,0.9205508474576268,0.6529279661016949,181391.43220338985,0.21899491525423728,0.1308539568220339,0.15405932203389824,-13.171046610169489,0.052461864406779635,112.5820805084745,0.6179788135593218,12.038135593220339,5,1,236
U2,0.12059951452991448,0.4474786324786324,266492.65811965807,0.6808452991452989,0.13420847222222218,0.3020213675213677,-9.98282478632479,0.0445508547008547,126.28228632478634,0.4408470085470084,39.94017094017094,8,1,234
David Bowie,0.2664491500000001,0.4962876068376071,240501.62393162394,0.5825465811965811,0.07982129004273505,0.20949444444444446,-11.53967094017094,0.0603760683760684,122.21794017094015,0.5407581196581196,41.333333333333336,0,1,234
Philharmonia Orchestra,0.9333234513274336,0.28209336283185843,270529.19469026546,0.16865115044247792,0.3111990984070799,0.2484774336283188,-18.95503097345134,0.08194823008849561,102.49363274336285,0.1952632743362832,5.685840707964601,7,1,226
The Kinks,0.30242668141592915,0.5456106194690263,186639.69026548672,0.7032088495575222,0.021981337964601774,0.1822340707964602,-8.200495575221241,0.055099115044247776,122.38225221238942,0.669155309734513,29.9070796460177,7,1,226
Kanye West,0.22014151569506726,0.6203318385650223,242367.8116591928,0.6452475336322876,0.011282612421524663,0.2611762331838565,-6.290345291479817,0.225509865470852,114.9771928251121,0.4588493273542602,57.99103139013454,1,1,223
Red Hot Chili Peppers,0.06063028687782807,0.5480271493212671,240032.04977375572,0.8201674208144798,0.07596799208144796,0.1815864253393666,-5.63161990950226,0.07771085972850679,117.46833031674215,0.5100108597285065,47.647058823529406,0,1,221
"Orchestra Del Teatro Alla Scala, Milano",0.9705136363636367,0.2925186363636365,232407.16818181815,0.16837727272727274,0.16074168122727278,0.21531590909090914,-16.963254545454546,0.053447727272727265,96.84957272727269,0.16199636363636366,9.095454545454547,5,1,220
Aretha Franklin,0.6087331192660554,0.5500229357798163,215227.6146788991,0.42860779816513794,0.0060934265137614655,0.2597844036697247,-10.789600917431192,0.05989266055045873,119.24357339449543,0.5708077981651376,30.357798165137616,0,1,218
Maria Callas,0.9752027649769588,0.29382488479262703,231661.5161290323,0.1659914746543779,0.07295344811059913,0.22576036866359436,-16.498161290322585,0.05999032258064515,95.8243364055299,0.14793225806451607,9.064516129032258,2,1,217
George Strait,0.32784651162790684,0.6237302325581396,186603.3581395349,0.4822744186046512,0.004702148558139534,0.18456232558139526,-11.691693023255821,0.03123767441860465,122.65140930232555,0.5603209302325581,40.53953488372093,9,1,215
Van Morrison,0.3995029380281688,0.5503568075117371,270212.13615023467,0.5066211267605635,0.02673248333333333,0.2119835680751173,-11.252647887323928,0.056582159624413174,118.36180751173715,0.6050000000000002,35.032863849765256,7,1,213
Frank Arnold,0.6911792452830191,0.6811084905660375,264736.0754716981,0.2089245283018867,5.389575471698114e-06,0.2583330188679243,-19.368523584905663,0.9555849056603772,106.15220283018871,0.4601933962264153,0.0047169811320754715,4,1,212
Sinclair Lewis,0.6911792452830191,0.6811084905660375,264736.0754716981,0.2089245283018867,5.389575471698114e-06,0.2583330188679243,-19.368523584905663,0.9555849056603772,106.15220283018871,0.4601933962264153,0.0047169811320754715,4,1,212
Javier Solís,0.8205876777251181,0.4465355450236968,168543.672985782,0.3018473933649289,0.0027539735071090052,0.2500815165876777,-11.534521327014215,0.03655355450236966,111.90589573459721,0.5416587677725118,21.94312796208531,0,1,211
Unspecified,0.8129283203791468,0.4624459715639811,141540.14218009482,0.3448513270142182,0.3777777877725119,0.2830781990521326,-18.818298578199048,0.1543919431279621,110.67929383886259,0.4743660857819907,1.2417061611374407,10,1,211
Pink Floyd,0.3883355299516905,0.3832579710144927,313983.4927536232,0.4155951690821256,0.2996808681642512,0.3532768115942029,-15.177951690821256,0.059262801932367125,116.32540579710134,0.25765845410627997,45.43478260869565,7,1,207
Talking Heads,0.14547981951219513,0.6840000000000003,263356.4780487805,0.6914975609756093,0.1114303036097561,0.2944868292682927,-9.176873170731703,0.04897463414634149,120.78200487804871,0.7789273170731706,35.804878048780495,2,1,205
Stan Getz,0.8612205882352942,0.5032598039215683,310438.8137254902,0.2451750000000001,0.2992803861764705,0.17253382352941174,-16.713191176470584,0.048000000000000015,113.73776470588234,0.5198514705882357,23.686274509803926,5,1,204
Sarah Vaughan,0.8727044334975363,0.39862561576354705,195600.27093596055,0.21738078817733988,0.0003886408866995076,0.2329975369458127,-13.609630541871926,0.0517162561576355,110.05584236453205,0.3015226600985221,15.561576354679804,10,1,203
Herbert von Karajan,0.940217821782179,0.26488366336633673,359505.98514851485,0.18198381188118826,0.42554660470297023,0.2250995049504951,-18.017698019801987,0.05810544554455445,97.05156930693069,0.17950940594059409,15.544554455445544,2,1,202
Fritz Reiner,0.9345870646766172,0.32304029850746274,297501.34825870645,0.2060290049751244,0.6503312162686566,0.222141791044776,-18.146089552238795,0.047632338308457686,105.93117412935317,0.299205472636816,2.0248756218905477,2,1,201
Eric Clapton,0.35368517299999996,0.5743299999999999,277477.48,0.5623115,0.15442432285000005,0.3541954999999999,-11.178385,0.052195500000000006,116.05178000000004,0.6454949999999997,36.025,7,1,200
Billy Joel,0.3645798492462313,0.5411557788944727,261031.41708542712,0.6143949748743717,0.02097893251256281,0.25681407035175885,-9.266301507537683,0.05865527638190955,121.7258743718594,0.5475467336683421,40.2462311557789,0,1,199
Charles Mingus,0.7071335025380713,0.43748730964466975,387518.3705583756,0.2944705583756345,0.2751292341624367,0.2169736040609139,-15.728096446700507,0.06257411167512694,109.88619289340099,0.4077690355329952,16.01522842639594,5,1,197
Geeta Dutt,0.9523329949238593,0.5971269035532997,202748.37055837567,0.2904649746192894,0.1900209943147208,0.21137715736040605,-10.618766497461928,0.15221827411167518,112.9858527918782,0.6887766497461929,1.9898477157360408,1,1,197
Franz Schubert,0.9699898477157358,0.3433005076142132,370903.5989847716,0.1176751269035533,0.6464136356345179,0.14887918781725887,-20.12973096446701,0.04782944162436552,104.7734873096447,0.2396598984771572,5.583756345177664,2,1,197
Michael Jackson,0.2573725025510204,0.7063010204081631,265604.63265306124,0.6937846938775508,0.047493997346938766,0.19889030612244893,-7.230158163265301,0.07276479591836732,117.52720408163258,0.6160270408163263,48.25,11,1,196
Roza Eskenazi,0.9555103092783508,0.44525773195876295,193043.89175257736,0.424831443298969,0.19221784164948444,0.253510824742268,-9.866742268041234,0.047949999999999986,108.01269587628859,0.6763350515463921,0.015463917525773196,1,1,194
The Cure,0.1907209438144329,0.5767061855670104,268146.1082474227,0.6961635051546391,0.3343452413917528,0.20017216494845352,-8.783902061855661,0.056114432989690766,128.9213350515464,0.574256701030928,31.835051546391753,9,1,194
Karl Böhm,0.9190777202072534,0.28637720207253897,428904.87564766844,0.20565233160621774,0.4489298687046632,0.26888963730569954,-17.30461658031088,0.06306787564766843,99.18031088082905,0.24228186528497403,2.0362694300518136,2,1,193
Taylor Swift,0.16841300518134722,0.59679792746114,242902.60621761662,0.642316062176166,0.00040535673575129545,0.15072849740932648,-5.933730569948188,0.047933160621761665,124.30117616580307,0.4208471502590675,55.7098445595855,7,1,193
John Prine,0.5693536458333333,0.5513697916666667,208140.5520833333,0.3420293749999998,0.0038182017708333327,0.23599531250000005,-16.048015625,0.047129166666666666,126.15152604166664,0.610375,37.33854166666666,7,1,192
KISS,0.16796674869109945,0.5011099476439792,226896.41884816755,0.8576230366492149,0.07361329879581152,0.34092984293193723,-6.989623036649215,0.08281204188481675,129.8212984293193,0.5513528795811518,35.87958115183246,1,1,191
Erik Satie,0.969568421052632,0.3990605263157893,169189.24736842106,0.08791157894736841,0.7885054026315789,0.1383421052631579,-25.651805263157907,0.07159631578947365,109.24886842105265,0.2284515789473684,15.005263157894735,0,1,190
Judy Garland,0.8510336842105267,0.3726294736842105,193386.91052631577,0.2766752631578945,0.07920308078947373,0.3527678947368421,-15.05994210526315,0.10768421052631576,107.18915789473688,0.3920073684210527,15.505263157894735,7,1,190
Nat King Cole,0.793794736842106,0.4316526315789475,166018.16315789474,0.2837373684210527,0.07926698457894737,0.1787331578947369,-13.617215789473677,0.05073263157894737,107.40944210526312,0.42967736842105264,24.836842105263162,0,1,190
Sam Cooke,0.6939999999999995,0.4641229946524066,170903.45454545456,0.4585368983957222,0.00027017112299465237,0.2870165775401069,-10.14883422459893,0.06270855614973261,113.20378074866314,0.6035721925133689,29.026737967914443,7,1,187
Robert Casadesus,0.9917336956521744,0.3803804347826089,236835.59239130432,0.10079766304347833,0.8814015706521746,0.11723206521739135,-23.68109782608695,0.04660815217391305,104.90852173913044,0.20207119565217385,1.7608695652173914,7,1,184
MGM Studio Orchestra,0.8625245901639341,0.3459049180327871,130093.06010928961,0.2412140983606557,0.5323811492349725,0.2462754098360655,-18.268704918032785,0.05462950819672135,109.47530054644814,0.3697256830601093,11.519125683060107,0,1,183
Pyotr Ilyich Tchaikovsky,0.9308516483516484,0.2878554945054945,434172.4230769231,0.18259489010989013,0.7428502428571429,0.1729417582417583,-19.525796703296688,0.04217582417582417,102.37237362637363,0.2397510989010989,17.082417582417587,2,1,182
Roberto Maida,0.9733756906077344,0.6213867403314917,175717.88950276244,0.4046546961325969,0.2695713965745855,0.19663093922651928,-8.533071823204413,0.07480331491712705,130.0082817679558,0.7813204419889497,0.03867403314917127,2,1,181
Franz Joseph Haydn,0.9444636871508376,0.42984692737430175,275843.92737430165,0.14366480446927368,0.3133321173184357,0.1891301675977654,-17.948530726256987,0.05068659217877095,113.3248547486034,0.4496094972067041,2.5865921787709496,0,1,179
Asha Bhosle,0.9130285714285716,0.5565142857142855,240695.82857142854,0.3930125714285715,0.18199379497142865,0.2290680000000001,-10.516577142857145,0.1589342857142856,114.79970857142858,0.7069828571428575,5.748571428571428,3,1,175
Future,0.1204686425287357,0.7500287356321835,221706.67241379307,0.5742758620689652,0.016131224942528742,0.17055344827586202,-7.147798850574709,0.21998505747126448,129.92890804597715,0.3707385057471264,58.55747126436781,1,1,174
Pierre Monteux,0.8469884393063584,0.2541664739884393,338356.0057803468,0.30786797687861284,0.6583936052023124,0.24781271676300576,-14.65171098265896,0.04248034682080923,103.49546820809248,0.20284682080924854,0.20809248554913296,2,1,173
Neil Young,0.43449346511627895,0.5019767441860463,262029.43604651163,0.421956976744186,0.044103507965116265,0.2792720930232557,-12.679953488372087,0.03788139534883722,125.40470930232564,0.4898767441860465,38.36627906976744,7,1,172
Jimmy Buffett,0.3764612865497076,0.6318011695906435,227363.4561403509,0.4507485380116958,0.006621082690058478,0.1705157894736842,-13.527526315789476,0.042394736842105256,123.434380116959,0.6720818713450292,34.45029239766082,7,1,171
2Pac,0.1228235964912281,0.7778011695906429,263733.18128654966,0.7126491228070175,0.006871994561403506,0.22412748538011704,-6.80590643274854,0.219657894736842,107.75606432748535,0.6140818713450291,49.005847953216374,1,1,171
Orchestra Sinfonica di Roma della RAI,0.9686140350877191,0.3791228070175439,204830.5906432749,0.19393228070175436,0.04624095935672517,0.2686017543859649,-16.807421052631575,0.10325847953216374,103.13204678362574,0.2120321637426901,0.0,10,1,171
George Szell,0.9535117647058824,0.3325970588235295,370887.0294117647,0.13759652941176476,0.7191077941176471,0.15579647058823534,-19.089811764705868,0.04187117647058825,113.45114705882358,0.292804705882353,5.888235294117648,7,1,170
